Year,Année,ISO,Jurisdiction,Juridiction,Treatment,Traitement,Tenure (En),Tenure (Fr),Area (hectares),Data qualifier,Superficie (en hectare),Qualificatifs de données
2015,2015,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,3976,p,3976,p
2015,2015,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,72142,a,72142,a
2015,2015,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,9,a,9,a
2015,2015,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,432,p,432,p
2015,2015,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,,u,,u
2015,2015,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,778,a,778,a
2015,2015,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2015,2015,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,36,a,36,a
2015,2015,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,r,0,r
2015,2015,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,1673,a,1673,a
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2015,2015,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2015,2015,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2015,2015,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2015,2015,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2015,2015,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2015,2015,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2015,2015,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2015,2015,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2015,2015,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2015,2015,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2016,2016,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,4932,a,4932,a
2016,2016,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2016,2016,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,18543,a,18543,a
2016,2016,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2016,2016,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,838,a,838,a
2016,2016,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2016,2016,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2016,2016,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,151.6,r,151.6,r
2016,2016,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,r,0,r
2016,2016,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,35486.3,r,35486.3,r
2016,2016,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,0.7,r,0.7,r
2016,2016,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,8572.7,r,8572.7,r
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,69,a,69,a
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,r,0,r
2016,2016,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,83,r,83,r
2016,2016,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,e,0,e
2016,2016,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,32,e,32,e
2016,2016,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,e,0,e
2016,2016,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,700,e,700,e
2016,2016,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,e,0,e
2016,2016,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,0,e,0,e
2016,2016,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,750,a,750,a
2016,2016,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,e,0,e
2016,2016,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,1100,a,1100,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,6754,a,6754,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,9160,a,9160,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2016,2016,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,302,a,302,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,1906,a,1906,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,134,a,134,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2016,2016,NL,Newfoundland and Labrador,Terre-Neuve-et-Labrador,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,87,a,87,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,14,a,14,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Private land,Terres privées,186,a,186,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,4,a,4,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,801,a,801,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Private land,Terres privées,,u,,u
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,5,a,5,a
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,n,,n
2016,2016,NS,Nova Scotia,Nouvelle-Écosse,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,,n,,n
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Private land,Terres privées,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2016,2016,NT,Northwest Territories,Territoires du Nord-Ouest,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,NU,Nunavut,Nunavut,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,NU,Nunavut,Nunavut,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,NU,Nunavut,Nunavut,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,NU,Nunavut,Nunavut,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2016,2016,ON,Ontario,Ontario,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,7618.99,r,7618.99,r
2016,2016,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,r,0,r
2016,2016,ON,Ontario,Ontario,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,33353.35,r,33353.35,r
2016,2016,ON,Ontario,Ontario,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Other*d,Autres*d,Private land,Terres privées,0,r,0,r
2016,2016,ON,Ontario,Ontario,Other*d,Autres*d,Provincial land,Terres provinciales,0,r,0,r
2016,2016,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,r,0,r
2016,2016,ON,Ontario,Ontario,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,r,0,r
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Private land,Terres privées,0,e,0,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,e,0,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,210,e,210,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,41,e,41,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Private land,Terres privées,0,e,0,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Other*d,Autres*d,Provincial land,Terres provinciales,0,e,0,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,e,0,e
2016,2016,PE,Prince Edward Island,Île-du-Prince-Édouard,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,e,0,e
2016,2016,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2016,2016,QC,Quebec,Québec,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,,u,,u
2016,2016,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,5,a,5,a
2016,2016,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,3976,e,3976,e
2016,2016,QC,Quebec,Québec,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,72142,e,72142,e
2016,2016,QC,Quebec,Québec,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,QC,Quebec,Québec,Other*d,Autres*d,Private land,Terres privées,432,e,432,e
2016,2016,QC,Quebec,Québec,Other*d,Autres*d,Provincial land,Terres provinciales,,u,,u
2016,2016,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,563,a,563,a
2016,2016,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2016,2016,QC,Quebec,Québec,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,36,e,36,e
2016,2016,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,804,r,804,r
2016,2016,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Private land,Terres privées,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,1025,a,1025,a
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2016,2016,SK,Saskatchewan,Saskatchewan,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2016,2016,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2016,2016,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Private land,Terres privées,0,a,0,a
2016,2016,YT,Yukon,Yukon,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2016,2016,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,a,0,a
2016,2016,YT,Yukon,Yukon,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,0,a,0,a
2016,2016,YT,Yukon,Yukon,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2016,2016,YT,Yukon,Yukon,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2016,2016,YT,Yukon,Yukon,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2016,2016,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2016,2016,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
2016,2016,YT,Yukon,Yukon,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Private land,Terres privées,,u,,u
2017,2017,AB,Alberta,Alberta,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,2771,a,2771,a
2017,2017,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,,u,,u
2017,2017,AB,Alberta,Alberta,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,13591,a,13591,a
2017,2017,AB,Alberta,Alberta,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,AB,Alberta,Alberta,Other*d,Autres*d,Private land,Terres privées,,u,,u
2017,2017,AB,Alberta,Alberta,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,867,a,867,a
2017,2017,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,,u,,u
2017,2017,AB,Alberta,Alberta,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Private land,Terres privées,0,r,0,r
2017,2017,BC,British Columbia,Colombie-Britannique,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,117.7,r,117.7,r
2017,2017,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,5,a,5,a
2017,2017,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0.8,r,0.8,r
2017,2017,BC,British Columbia,Colombie-Britannique,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,23063.1,r,23063.1,r
2017,2017,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Private land,Terres privées,0.5,r,0.5,r
2017,2017,BC,British Columbia,Colombie-Britannique,Other*d,Autres*d,Provincial land,Terres provinciales,10460.7,r,10460.7,r
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,45,a,45,a
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,r,0,r
2017,2017,BC,British Columbia,Colombie-Britannique,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,456.1,r,456.1,r
2017,2017,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Private land,Terres privées,0,e,0,e
2017,2017,MB,Manitoba,Manitoba,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,0,e,0,e
2017,2017,MB,Manitoba,Manitoba,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,907,a,907,a
2017,2017,MB,Manitoba,Manitoba,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,MB,Manitoba,Manitoba,Other*d,Autres*d,Private land,Terres privées,0,e,0,e
2017,2017,MB,Manitoba,Manitoba,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,e,0,e
2017,2017,MB,Manitoba,Manitoba,Prescribed burning*b,Brûlage dirigé,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Federal land,Terres fédérales,,u,,u
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Private land,Terres privées,200,a,200,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Chemical treatment,Traitement chimique,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique*c,Federal land,Terres fédérales,,u,,u
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Private land,Terres privées,5322,a,5322,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Mechanical treatment*c,Traitement mécanique,Provincial land,Terres provinciales,10350,a,10350,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Federal land,Terres fédérales,,u,,u
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Private land,Terres privées,0,a,0,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Other*d,Autres*d,Provincial land,Terres provinciales,0,a,0,a
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé*b,Federal land,Terres fédérales,,u,,u
2017,2017,NB,New Brunswick,Nouveau-Brunswick,Prescribed burning*b,Brûlage dirigé,Private land,Terres privées,0,a,0,a
